transition_time,from_stage,to_stage,onset_pac,onset_hjorth_mobility,delta_hjorth_mobility,onset_hjorth_complexity,delta_hjorth_complexity,onset_dfa,onset_perm_entropy,delta_perm_entropy,onset_spectral_entropy,delta_spectral_entropy,onset_svd_entropy,delta_svd_entropy,onset_sample_entropy,delta_sample_entropy,onset_petrosian_fd,delta_petrosian_fd,onset_katz_fd,delta_katz_fd,onset_lziv,delta_lziv,onset_hstar_hjorth_only,delta_hstar_hjorth_only,hstar_first_hjorth_only,onset_hstar_dfa_only,onset_hstar_hjorth_dfa,delta_hstar_hjorth_dfa,hstar_first_hjorth_dfa,onset_hstar_hjorth_dfa_petrosian,delta_hstar_hjorth_dfa_petrosian,hstar_first_hjorth_dfa_petrosian,onset_hstar_hjorth_dfa_perm,delta_hstar_hjorth_dfa_perm,hstar_first_hjorth_dfa_perm,onset_hstar_top4_hctsa,delta_hstar_top4_hctsa,hstar_first_top4_hctsa,onset_hstar_all_precede,delta_hstar_all_precede,hstar_first_all_precede,subject_id,delta_dfa,delta_hstar_dfa_only,hstar_first_dfa_only
50730.0,Sleep stage 1,Sleep stage W,-15.0,-5.0,10.0,-25.0,-10.0,-25.0,-25.0,-10.0,-15.0,0.0,-15.0,0.0,-15.0,0.0,-25.0,-10.0,-5.0,10.0,-15.0,0.0,-25.0,-10.0,True,-25.0,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,SC4562F0,-10.0,-10.0,True
51420.0,Sleep stage 1,Sleep stage W,95.0,,,25.0,-70.0,35.0,-15.0,-110.0,,,,,,,-15.0,-110.0,,,5.0,-90.0,25.0,-70.0,True,35.0,25.0,-70.0,True,25.0,-70.0,True,25.0,-70.0,True,25.0,-70.0,True,35.0,-60.0,True,SC4562F0,-60.0,-60.0,True
51780.0,Sleep stage 1,Sleep stage W,-25.0,-5.0,20.0,,,,,,-5.0,20.0,-5.0,20.0,65.0,90.0,,,-15.0,10.0,5.0,30.0,,,,,,,,,,,,,,,,,,,,SC4562F0,,,
52020.0,Sleep stage 1,Sleep stage W,45.0,-25.0,-70.0,,,,85.0,40.0,-25.0,-70.0,105.0,60.0,,,85.0,40.0,-25.0,-70.0,-25.0,-70.0,,,,,,,,,,,,,,,,,,,,SC4562F0,,,
52290.0,Sleep stage 1,Sleep stage W,85.0,65.0,-20.0,-15.0,-100.0,-5.0,-5.0,-90.0,-15.0,-100.0,65.0,-20.0,55.0,-30.0,-5.0,-90.0,25.0,-60.0,,,-15.0,-100.0,True,-5.0,-5.0,-90.0,True,-5.0,-90.0,True,-5.0,-90.0,True,-5.0,-90.0,True,-5.0,-90.0,True,SC4562F0,-90.0,-90.0,True
52860.0,Sleep stage 1,Sleep stage W,65.0,85.0,20.0,,,,45.0,-20.0,95.0,30.0,75.0,10.0,85.0,20.0,45.0,-20.0,105.0,40.0,-15.0,-80.0,,,,,,,,,,,,,,,,,,,,SC4562F0,,,
54630.0,Sleep stage 1,Sleep stage W,-25.0,,,,,-25.0,,,-15.0,10.0,,,,,-25.0,0.0,-5.0,20.0,-15.0,10.0,,,,-25.0,,,,,,,,,,,,,,,,SC4562F0,0.0,0.0,False
57000.0,Sleep stage 2,Sleep stage W,65.0,65.0,0.0,-25.0,-90.0,-25.0,5.0,-60.0,75.0,10.0,65.0,0.0,65.0,0.0,5.0,-60.0,65.0,0.0,65.0,0.0,-25.0,-90.0,True,-25.0,-25.0,-90.0,True,-25.0,-90.0,True,-25.0,-90.0,True,-25.0,-90.0,True,-25.0,-90.0,True,SC4562F0,-90.0,-90.0,True
59820.0,Sleep stage 1,Sleep stage W,-5.0,-25.0,-20.0,,,-15.0,-15.0,-10.0,-25.0,-20.0,-25.0,-20.0,-25.0,-20.0,-15.0,-10.0,15.0,20.0,-25.0,-20.0,,,,-15.0,,,,,,,,,,,,,,,,SC4562F0,-10.0,-10.0,True
60630.0,Sleep stage 1,Sleep stage W,-15.0,-25.0,-10.0,-5.0,10.0,15.0,-25.0,-10.0,-25.0,-10.0,-25.0,-10.0,-25.0,-10.0,-25.0,-10.0,-15.0,0.0,-25.0,-10.0,-5.0,10.0,False,15.0,-5.0,10.0,False,-5.0,10.0,False,-5.0,10.0,False,-5.0,10.0,False,5.0,20.0,False,SC4562F0,30.0,30.0,False
61290.0,Sleep stage 1,Sleep stage W,-15.0,,,25.0,40.0,-15.0,75.0,90.0,,,,,,,65.0,80.0,,,,,25.0,40.0,False,-15.0,-15.0,0.0,False,-15.0,0.0,False,25.0,40.0,False,25.0,40.0,False,25.0,40.0,False,SC4562F0,0.0,0.0,False
27870.0,Sleep stage 1,Sleep stage W,-25.0,-25.0,0.0,5.0,30.0,-5.0,-15.0,10.0,,,-25.0,0.0,-25.0,0.0,-15.0,10.0,85.0,110.0,-25.0,0.0,5.0,30.0,False,-5.0,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-15.0,10.0,False,SC4571F0,20.0,20.0,False
28050.0,Sleep stage 1,Sleep stage W,-25.0,-25.0,0.0,35.0,60.0,35.0,-5.0,20.0,-5.0,20.0,-25.0,0.0,-15.0,10.0,-5.0,20.0,,,5.0,30.0,35.0,60.0,False,35.0,35.0,60.0,False,35.0,60.0,False,35.0,60.0,False,35.0,60.0,False,35.0,60.0,False,SC4571F0,60.0,60.0,False
28650.0,Sleep stage 1,Sleep stage W,15.0,,,-15.0,-30.0,-15.0,,,,,,,,,,,,,,,-15.0,-30.0,True,-15.0,-15.0,-30.0,True,-15.0,-30.0,True,-15.0,-30.0,True,-15.0,-30.0,True,-15.0,-30.0,True,SC4571F0,-30.0,-30.0,True
28830.0,Sleep stage 1,Sleep stage W,-25.0,-25.0,0.0,,,,15.0,40.0,-15.0,10.0,-25.0,0.0,-15.0,10.0,15.0,40.0,-25.0,0.0,-25.0,0.0,,,,,,,,,,,,,,,,,,,,SC4571F0,,,
29010.0,Sleep stage 2,Sleep stage W,65.0,15.0,-50.0,-25.0,-90.0,-15.0,35.0,-30.0,15.0,-50.0,15.0,-50.0,15.0,-50.0,35.0,-30.0,15.0,-50.0,15.0,-50.0,-25.0,-90.0,True,-15.0,-25.0,-90.0,True,-25.0,-90.0,True,-25.0,-90.0,True,-25.0,-90.0,True,-25.0,-90.0,True,SC4571F0,-80.0,-80.0,True
29100.0,Sleep stage 1,Sleep stage W,-25.0,,,,,,55.0,80.0,,,,,-25.0,0.0,55.0,80.0,105.0,130.0,,,,,,,,,,,,,,,,,,,,,,SC4571F0,,,
29610.0,Sleep stage 1,Sleep stage W,-15.0,-25.0,-10.0,,,25.0,-5.0,10.0,-25.0,-10.0,-25.0,-10.0,5.0,20.0,-5.0,10.0,5.0,20.0,-15.0,0.0,,,,25.0,,,,,,,,,,,,,,,,SC4571F0,40.0,40.0,False
29970.0,Sleep stage 1,Sleep stage W,5.0,-5.0,-10.0,15.0,10.0,-25.0,-5.0,-10.0,,,-5.0,-10.0,55.0,50.0,-5.0,-10.0,45.0,40.0,15.0,10.0,15.0,10.0,False,-25.0,-5.0,-10.0,True,-5.0,-10.0,True,-5.0,-10.0,True,-5.0,-10.0,True,-5.0,-10.0,True,SC4571F0,-30.0,-30.0,True
30480.0,Sleep stage 2,Sleep stage W,5.0,-5.0,-10.0,105.0,100.0,5.0,-15.0,-20.0,-25.0,-30.0,-15.0,-20.0,-15.0,-20.0,-15.0,-20.0,5.0,0.0,-5.0,-10.0,105.0,100.0,False,5.0,105.0,100.0,False,105.0,100.0,False,105.0,100.0,False,105.0,100.0,False,5.0,0.0,False,SC4571F0,0.0,0.0,False
31470.0,Sleep stage 2,Sleep stage W,-25.0,-5.0,20.0,-25.0,0.0,-25.0,-5.0,20.0,-5.0,20.0,-5.0,20.0,95.0,120.0,-25.0,0.0,,,15.0,40.0,-25.0,0.0,False,-25.0,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,-25.0,0.0,False,SC4571F0,0.0,0.0,False
32400.0,Sleep stage 2,Sleep stage W,-15.0,-15.0,0.0,-25.0,-10.0,5.0,5.0,20.0,-15.0,0.0,-15.0,0.0,65.0,80.0,5.0,20.0,-5.0,10.0,5.0,20.0,-25.0,-10.0,True,5.0,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,15.0,30.0,False,SC4571F0,20.0,20.0,False
33510.0,Sleep stage 2,Sleep stage W,-5.0,-15.0,-10.0,,,-15.0,-15.0,-10.0,15.0,20.0,-15.0,-10.0,45.0,50.0,-15.0,-10.0,25.0,30.0,-15.0,-10.0,,,,-15.0,,,,,,,,,,,,,-15.0,-10.0,True,SC4571F0,-10.0,-10.0,True
33930.0,Sleep stage 1,Sleep stage W,55.0,15.0,-40.0,105.0,50.0,105.0,-25.0,-80.0,,,5.0,-50.0,95.0,40.0,-25.0,-80.0,,,15.0,-40.0,105.0,50.0,False,105.0,105.0,50.0,False,105.0,50.0,False,105.0,50.0,False,105.0,50.0,False,105.0,50.0,False,SC4571F0,50.0,50.0,False
34140.0,Sleep stage 1,Sleep stage W,-15.0,-25.0,-10.0,,,,35.0,50.0,,,,,35.0,50.0,35.0,50.0,45.0,60.0,,,,,,,,,,,,,,,,,,,,,,SC4571F0,,,
34410.0,Sleep stage 1,Sleep stage W,-5.0,65.0,70.0,-5.0,0.0,-25.0,,,65.0,70.0,65.0,70.0,,,,,,,65.0,70.0,-5.0,0.0,False,-25.0,-5.0,0.0,False,-5.0,0.0,False,-5.0,0.0,False,-5.0,0.0,False,-5.0,0.0,False,SC4571F0,-20.0,-20.0,True
35250.0,Sleep stage 1,Sleep stage W,-25.0,-25.0,0.0,5.0,30.0,5.0,35.0,60.0,-15.0,10.0,-25.0,0.0,,,35.0,60.0,,,-25.0,0.0,5.0,30.0,False,5.0,5.0,30.0,False,5.0,30.0,False,5.0,30.0,False,5.0,30.0,False,5.0,30.0,False,SC4571F0,30.0,30.0,False
35400.0,Sleep stage 2,Sleep stage W,-5.0,15.0,20.0,85.0,90.0,85.0,15.0,20.0,,,15.0,20.0,55.0,60.0,15.0,20.0,15.0,20.0,15.0,20.0,85.0,90.0,False,85.0,85.0,90.0,False,85.0,90.0,False,85.0,90.0,False,85.0,90.0,False,85.0,90.0,False,SC4571F0,90.0,90.0,False
35610.0,Sleep stage 1,Sleep stage W,-5.0,-5.0,0.0,5.0,10.0,5.0,25.0,30.0,,,-5.0,0.0,45.0,50.0,25.0,30.0,,,,,5.0,10.0,False,5.0,5.0,10.0,False,5.0,10.0,False,5.0,10.0,False,5.0,10.0,False,5.0,10.0,False,SC4571F0,10.0,10.0,False
41340.0,Sleep stage 2,Sleep stage W,-25.0,15.0,40.0,-5.0,20.0,-5.0,-5.0,20.0,45.0,70.0,15.0,40.0,45.0,70.0,-5.0,20.0,15.0,40.0,25.0,50.0,-5.0,20.0,False,-5.0,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,SC4571F0,20.0,20.0,False
41400.0,Sleep stage 1,Sleep stage W,55.0,-25.0,-80.0,,,,,,-15.0,-70.0,-25.0,-80.0,5.0,-50.0,,,-5.0,-60.0,-25.0,-80.0,,,,,,,,,,,,,,,,,,,,SC4571F0,,,
41460.0,Sleep stage 2,Sleep stage W,-5.0,-5.0,0.0,,,,,,55.0,60.0,-5.0,0.0,-25.0,-20.0,,,55.0,60.0,,,,,,,,,,,,,,,,,,,,,,SC4571F0,,,
45600.0,Sleep stage 2,Sleep stage W,45.0,75.0,30.0,-15.0,-60.0,5.0,-15.0,-60.0,,,5.0,-40.0,95.0,50.0,-15.0,-60.0,95.0,50.0,-25.0,-70.0,-15.0,-60.0,True,5.0,-5.0,-50.0,True,-5.0,-50.0,True,-5.0,-50.0,True,-5.0,-50.0,True,-15.0,-60.0,True,SC4571F0,-40.0,-40.0,True
47070.0,Sleep stage 2,Sleep stage W,25.0,25.0,0.0,-5.0,-30.0,-5.0,5.0,-20.0,,,25.0,0.0,25.0,0.0,5.0,-20.0,35.0,10.0,-25.0,-50.0,-5.0,-30.0,True,-5.0,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,-5.0,-30.0,True,SC4571F0,-30.0,-30.0,True
47880.0,Sleep stage 2,Sleep stage W,5.0,5.0,0.0,,,,5.0,0.0,45.0,40.0,5.0,0.0,45.0,40.0,5.0,0.0,5.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,SC4571F0,,,
49170.0,Sleep stage 2,Sleep stage W,25.0,-5.0,-30.0,-25.0,-50.0,-25.0,-25.0,-50.0,25.0,0.0,-5.0,-30.0,5.0,-20.0,-25.0,-50.0,5.0,-20.0,5.0,-20.0,-25.0,-50.0,True,-25.0,-25.0,-50.0,True,-25.0,-50.0,True,-25.0,-50.0,True,-25.0,-50.0,True,-25.0,-50.0,True,SC4571F0,-50.0,-50.0,True
51270.0,Sleep stage 2,Sleep stage W,45.0,45.0,0.0,-5.0,-50.0,-5.0,5.0,-40.0,85.0,40.0,45.0,0.0,45.0,0.0,5.0,-40.0,55.0,10.0,35.0,-10.0,-5.0,-50.0,True,-5.0,-5.0,-50.0,True,-5.0,-50.0,True,-5.0,-50.0,True,-5.0,-50.0,True,-5.0,-50.0,True,SC4571F0,-50.0,-50.0,True
52740.0,Sleep stage 2,Sleep stage W,55.0,,,-15.0,-70.0,-5.0,,,,,,,,,,,,,,,-15.0,-70.0,True,-5.0,-15.0,-70.0,True,-15.0,-70.0,True,-15.0,-70.0,True,-15.0,-70.0,True,-5.0,-60.0,True,SC4571F0,-60.0,-60.0,True
53130.0,Sleep stage 2,Sleep stage W,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC4571F0,,,
53790.0,Sleep stage 1,Sleep stage W,-15.0,,,5.0,20.0,5.0,-5.0,10.0,55.0,70.0,,,,,-5.0,10.0,-15.0,0.0,45.0,60.0,5.0,20.0,False,5.0,5.0,20.0,False,5.0,20.0,False,5.0,20.0,False,5.0,20.0,False,5.0,20.0,False,SC4571F0,20.0,20.0,False
53880.0,Sleep stage 1,Sleep stage W,35.0,,,,,,-15.0,-50.0,,,,,,,-25.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,SC4571F0,,,
53940.0,Sleep stage 1,Sleep stage W,-25.0,,,,,,,,,,,,,,,,-15.0,10.0,,,,,,,,,,,,,,,,,,,,,,SC4571F0,,,
54870.0,Sleep stage 2,Sleep stage W,35.0,,,-5.0,-40.0,-5.0,,,,,,,,,,,,,,,-5.0,-40.0,True,-5.0,-5.0,-40.0,True,-5.0,-40.0,True,-5.0,-40.0,True,-5.0,-40.0,True,-5.0,-40.0,True,SC4571F0,-40.0,-40.0,True
54960.0,Sleep stage 1,Sleep stage W,45.0,,,,,,-25.0,-70.0,,,,,,,-25.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,SC4571F0,,,
57120.0,Sleep stage 1,Sleep stage W,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC4571F0,,,
58590.0,Sleep stage 2,Sleep stage W,-15.0,,,,,,,,105.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC4571F0,,,
58920.0,Sleep stage 2,Sleep stage W,45.0,,,-15.0,-60.0,,45.0,0.0,45.0,0.0,,,,,45.0,0.0,75.0,30.0,,,-15.0,-60.0,True,,-15.0,-60.0,True,-15.0,-60.0,True,-15.0,-60.0,True,-15.0,-60.0,True,-15.0,-60.0,True,SC4571F0,,,
59250.0,Sleep stage 2,Sleep stage W,-25.0,-25.0,0.0,-5.0,20.0,5.0,,,,,-25.0,0.0,-25.0,0.0,,,-25.0,0.0,85.0,110.0,-5.0,20.0,False,5.0,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,SC4571F0,30.0,30.0,False
30690.0,Sleep stage 1,Sleep stage W,45.0,85.0,40.0,-5.0,-50.0,-5.0,,,35.0,-10.0,85.0,40.0,85.0,40.0,,,-25.0,-70.0,75.0,30.0,-5.0,-50.0,True,-5.0,-5.0,-50.0,True,-5.0,-50.0,True,-5.0,-50.0,True,-5.0,-50.0,True,-5.0,-50.0,True,SC4572F0,-50.0,-50.0,True
35070.0,Sleep stage 1,Sleep stage W,35.0,,,-5.0,-40.0,,,,,,,,,,,,,,,,-5.0,-40.0,True,,5.0,-30.0,True,5.0,-30.0,True,5.0,-30.0,True,5.0,-30.0,True,-5.0,-40.0,True,SC4572F0,,,
44910.0,Sleep stage 2,Sleep stage W,-15.0,,,-15.0,0.0,-5.0,,,-15.0,0.0,,,,,,,,,,,-15.0,0.0,False,-5.0,-5.0,10.0,False,-5.0,10.0,False,-5.0,10.0,False,-5.0,10.0,False,-5.0,10.0,False,SC4572F0,10.0,10.0,False
45000.0,Sleep stage 1,Sleep stage W,35.0,-25.0,-60.0,,,,35.0,0.0,-15.0,-50.0,-25.0,-60.0,-25.0,-60.0,35.0,0.0,-25.0,-60.0,-15.0,-50.0,,,,,,,,,,,,,,,,,,,,SC4572F0,,,
50130.0,Sleep stage 1,Sleep stage W,-25.0,-25.0,0.0,,,,,,-25.0,0.0,-25.0,0.0,-25.0,0.0,,,-25.0,0.0,,,,,,,,,,,,,,,,,,,,,,SC4572F0,,,
56550.0,Sleep stage 2,Sleep stage W,35.0,,,-15.0,-50.0,-15.0,,,35.0,0.0,,,,,,,,,-25.0,-60.0,-15.0,-50.0,True,-15.0,-15.0,-50.0,True,-15.0,-50.0,True,-15.0,-50.0,True,-15.0,-50.0,True,-15.0,-50.0,True,SC4572F0,-50.0,-50.0,True
58620.0,Sleep stage 2,Sleep stage W,45.0,45.0,0.0,-15.0,-60.0,-25.0,,,95.0,50.0,45.0,0.0,45.0,0.0,,,,,45.0,0.0,-15.0,-60.0,True,-25.0,-15.0,-60.0,True,-15.0,-60.0,True,-15.0,-60.0,True,-15.0,-60.0,True,-25.0,-70.0,True,SC4572F0,-70.0,-70.0,True
26880.0,Sleep stage 1,Sleep stage W,15.0,-5.0,-20.0,-25.0,-40.0,-25.0,,,,,-5.0,-20.0,,,,,,,,,-25.0,-40.0,True,-25.0,-25.0,-40.0,True,-25.0,-40.0,True,-25.0,-40.0,True,-25.0,-40.0,True,-25.0,-40.0,True,SC4581G0,-40.0,-40.0,True
28140.0,Sleep stage 2,Sleep stage W,-5.0,-5.0,0.0,-25.0,-20.0,-25.0,5.0,10.0,55.0,60.0,-5.0,0.0,-5.0,0.0,5.0,10.0,35.0,40.0,15.0,20.0,-25.0,-20.0,True,-25.0,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,SC4581G0,-20.0,-20.0,True
28230.0,Sleep stage 1,Sleep stage W,-25.0,-25.0,0.0,,,,-25.0,0.0,-25.0,0.0,-25.0,0.0,-25.0,0.0,-25.0,0.0,,,-25.0,0.0,,,,,,,,,,,,,,,,,,,,SC4581G0,,,
28410.0,Sleep stage 1,Sleep stage W,-5.0,,,95.0,100.0,,,,-25.0,-20.0,,,,,75.0,80.0,,,,,95.0,100.0,False,,95.0,100.0,False,95.0,100.0,False,95.0,100.0,False,95.0,100.0,False,,,,SC4581G0,,,
28530.0,Sleep stage 1,Sleep stage W,-5.0,,,-25.0,-20.0,-25.0,,,65.0,70.0,,,,,,,65.0,70.0,,,-25.0,-20.0,True,-25.0,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,-25.0,-20.0,True,SC4581G0,-20.0,-20.0,True
33330.0,Sleep stage 1,Sleep stage W,-15.0,,,,,,-25.0,-10.0,,,,,,,-25.0,-10.0,,,,,,,,,,,,,,,,,,,,,,,,SC4581G0,,,
34890.0,Sleep stage 1,Sleep stage W,-25.0,-25.0,0.0,-5.0,20.0,-5.0,-25.0,0.0,,,-25.0,0.0,65.0,90.0,-25.0,0.0,65.0,90.0,25.0,50.0,-5.0,20.0,False,-5.0,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,SC4581G0,20.0,20.0,False
35790.0,Sleep stage 1,Sleep stage W,-15.0,-25.0,-10.0,,,,-5.0,10.0,-5.0,10.0,-25.0,-10.0,-25.0,-10.0,-5.0,10.0,-25.0,-10.0,-25.0,-10.0,,,,,,,,,,,,,,,,,,,,SC4581G0,,,
36630.0,Sleep stage 1,Sleep stage W,5.0,-5.0,-10.0,,,-25.0,-15.0,-20.0,-5.0,-10.0,-5.0,-10.0,55.0,50.0,-15.0,-20.0,85.0,80.0,-15.0,-20.0,,,,-25.0,35.0,30.0,False,35.0,30.0,False,,,,,,,,,,SC4581G0,-30.0,-30.0,True
36810.0,Sleep stage 1,Sleep stage W,-25.0,85.0,110.0,-5.0,20.0,-5.0,,,,,85.0,110.0,,,,,,,,,-5.0,20.0,False,-5.0,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,-5.0,20.0,False,SC4581G0,20.0,20.0,False
36900.0,Sleep stage 1,Sleep stage W,-5.0,-5.0,0.0,,,,,,,,-5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC4581G0,,,
37440.0,Sleep stage 1,Sleep stage W,25.0,5.0,-20.0,,,,-15.0,-40.0,45.0,20.0,5.0,-20.0,35.0,10.0,-15.0,-40.0,35.0,10.0,45.0,20.0,,,,,,,,,,,,,,,,,,,,SC4581G0,,,
37650.0,Sleep stage 1,Sleep stage W,15.0,5.0,-10.0,-15.0,-30.0,,-15.0,-30.0,5.0,-10.0,5.0,-10.0,15.0,0.0,-15.0,-30.0,-25.0,-40.0,-5.0,-20.0,-15.0,-30.0,True,,-15.0,-30.0,True,-15.0,-30.0,True,-15.0,-30.0,True,-15.0,-30.0,True,-15.0,-30.0,True,SC4581G0,,,
38400.0,Sleep stage 2,Sleep stage W,15.0,-15.0,-30.0,-25.0,-40.0,-25.0,-5.0,-20.0,35.0,20.0,-15.0,-30.0,35.0,20.0,-5.0,-20.0,45.0,30.0,5.0,-10.0,-25.0,-40.0,True,-25.0,-25.0,-40.0,True,-25.0,-40.0,True,-25.0,-40.0,True,-25.0,-40.0,True,-25.0,-40.0,True,SC4581G0,-40.0,-40.0,True
38490.0,Sleep stage 1,Sleep stage W,-15.0,-15.0,0.0,,,,,,-15.0,0.0,-15.0,0.0,,,,,55.0,70.0,,,,,,,,,,,,,,,,,,,,,,SC4581G0,,,
46560.0,Sleep stage 2,Sleep stage W,45.0,-5.0,-50.0,5.0,-40.0,5.0,25.0,-20.0,35.0,-10.0,-5.0,-50.0,-5.0,-50.0,15.0,-30.0,35.0,-10.0,-5.0,-50.0,5.0,-40.0,True,5.0,5.0,-40.0,True,5.0,-40.0,True,5.0,-40.0,True,5.0,-40.0,True,5.0,-40.0,True,SC4581G0,-40.0,-40.0,True
46710.0,Sleep stage 1,Sleep stage W,5.0,25.0,20.0,-25.0,-30.0,-5.0,,,35.0,30.0,25.0,20.0,55.0,50.0,,,55.0,50.0,25.0,20.0,-25.0,-30.0,True,-5.0,-5.0,-10.0,True,-5.0,-10.0,True,-5.0,-10.0,True,-5.0,-10.0,True,-25.0,-30.0,True,SC4581G0,-10.0,-10.0,True
53790.0,Sleep stage 1,Sleep stage W,-25.0,-15.0,10.0,,,-15.0,25.0,50.0,-25.0,0.0,-15.0,10.0,15.0,40.0,25.0,50.0,15.0,40.0,-15.0,10.0,,,,-15.0,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,-15.0,10.0,False,SC4581G0,10.0,10.0,False
54000.0,Sleep stage 1,Sleep stage W,105.0,35.0,-70.0,-15.0,-120.0,-25.0,35.0,-70.0,35.0,-70.0,35.0,-70.0,,,35.0,-70.0,45.0,-60.0,,,-15.0,-120.0,True,-25.0,-15.0,-120.0,True,-15.0,-120.0,True,-15.0,-120.0,True,-15.0,-120.0,True,-15.0,-120.0,True,SC4581G0,-130.0,-130.0,True
55950.0,Sleep stage 1,Sleep stage W,-15.0,-15.0,0.0,-25.0,-10.0,-25.0,-15.0,0.0,5.0,20.0,-15.0,0.0,15.0,30.0,-15.0,0.0,15.0,30.0,-5.0,10.0,-25.0,-10.0,True,-25.0,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,SC4581G0,-10.0,-10.0,True
29880.0,Sleep stage 1,Sleep stage W,-15.0,15.0,30.0,-25.0,-10.0,-25.0,-25.0,-10.0,-15.0,0.0,-5.0,10.0,-15.0,0.0,-25.0,-10.0,25.0,40.0,5.0,20.0,-25.0,-10.0,True,-25.0,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,-25.0,-10.0,True,SC4582G0,-10.0,-10.0,True
30360.0,Sleep stage 1,Sleep stage W,35.0,,,-15.0,-50.0,-25.0,25.0,-10.0,35.0,0.0,,,25.0,-10.0,-5.0,-40.0,,,,,-15.0,-50.0,True,-25.0,-15.0,-50.0,True,-15.0,-50.0,True,-15.0,-50.0,True,-15.0,-50.0,True,-5.0,-40.0,True,SC4582G0,-60.0,-60.0,True
31560.0,Sleep stage 2,Sleep stage W,-25.0,-25.0,0.0,45.0,70.0,45.0,-25.0,0.0,-25.0,0.0,-25.0,0.0,35.0,60.0,-25.0,0.0,35.0,60.0,-25.0,0.0,45.0,70.0,False,45.0,45.0,70.0,False,45.0,70.0,False,45.0,70.0,False,45.0,70.0,False,45.0,70.0,False,SC4582G0,70.0,70.0,False
32400.0,Sleep stage 2,Sleep stage W,-15.0,-5.0,10.0,5.0,20.0,5.0,5.0,20.0,,,-5.0,10.0,55.0,70.0,5.0,20.0,35.0,50.0,-5.0,10.0,5.0,20.0,False,5.0,5.0,20.0,False,5.0,20.0,False,5.0,20.0,False,5.0,20.0,False,5.0,20.0,False,SC4582G0,20.0,20.0,False
35250.0,Sleep stage 2,Sleep stage W,35.0,-15.0,-50.0,,,5.0,5.0,-30.0,-25.0,-60.0,-15.0,-50.0,45.0,10.0,5.0,-30.0,75.0,40.0,5.0,-30.0,,,,5.0,15.0,-20.0,True,15.0,-20.0,True,15.0,-20.0,True,15.0,-20.0,True,5.0,-30.0,True,SC4582G0,-30.0,-30.0,True
36510.0,Sleep stage 2,Sleep stage W,75.0,,,,,,,,55.0,-20.0,,,-25.0,-100.0,,,5.0,-70.0,45.0,-30.0,,,,,,,,,,,,,,,,,,,,SC4582G0,,,
37080.0,Sleep stage 1,Sleep stage W,-25.0,-25.0,0.0,25.0,50.0,25.0,25.0,50.0,,,-25.0,0.0,-25.0,0.0,25.0,50.0,-15.0,10.0,-25.0,0.0,25.0,50.0,False,25.0,25.0,50.0,False,25.0,50.0,False,25.0,50.0,False,25.0,50.0,False,25.0,50.0,False,SC4582G0,50.0,50.0,False
37230.0,Sleep stage 1,Sleep stage W,15.0,15.0,0.0,-15.0,-30.0,,25.0,10.0,,,15.0,0.0,,,25.0,10.0,,,-15.0,-30.0,-15.0,-30.0,True,,-5.0,-20.0,True,-5.0,-20.0,True,-5.0,-20.0,True,-5.0,-20.0,True,,,,SC4582G0,,,
37620.0,Sleep stage 1,Sleep stage W,-5.0,-5.0,0.0,,,-5.0,-15.0,-10.0,105.0,110.0,-5.0,0.0,25.0,30.0,-15.0,-10.0,105.0,110.0,15.0,20.0,,,,-5.0,,,,,,,,,,,,,,,,SC4582G0,0.0,0.0,False
41190.0,Sleep stage 1,Sleep stage W,-25.0,-5.0,20.0,,,,,,-5.0,20.0,-5.0,20.0,-5.0,20.0,,,-15.0,10.0,-15.0,10.0,,,,,,,,,,,,,,,,,,,,SC4582G0,,,
